name,creator,likes,active_players,favorites,visits,created_date,update_date,genre,server_size,url
RAID NSA Academy Roleplay,National Security Agency ᅠ,67%,0,"5,034",229820,12/09/2020,4/26/2023,Military,100,https://www.roblox.com/games/6063500569/RAID-NSA-Academy-Roleplay?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6063500569&position=1443&universeId=2198584467
READ DESC,Los Angeles 1991,81%,0,152,6375,5/13/2022,08/03/2022,RPG,50,https://www.roblox.com/games/9620452249/READ-DESC?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=9620452249&position=1442&universeId=3577864181
 Dont Press The Button 6 Rainbow Coil,@ShiiroShogun,71%,0,"10,478",3747369,2/16/2021,05/01/2022,All Genres,8,https://www.roblox.com/games/6404739358/Dont-Press-The-Button-6-Rainbow-Coil?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6404739358&position=1444&universeId=2380763573
After The Flash Deep Six R,@FordCollective,76%,0,542,25900,06/03/2022,04/06/2023,All Genres,75,https://www.roblox.com/games/9809937613/After-The-Flash-Deep-Six-R?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=9809937613&position=1441&universeId=3629522139
Suicide Squad  Roleplay Room,@EvilArianatorr,70%,0,"72,244",8976623,12/05/2017,03/01/2023,All Genres,30,https://www.roblox.com/games/1225413792/Suicide-Squad-Roleplay-Room?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=1225413792&position=1445&universeId=498874838
Romania Country RoleplayINTRA PE JOC DESCRIPTION,@D3siredHeart,78%,0,"1,426",87226,12/27/2021,04/08/2023,All Genres,25,https://www.roblox.com/games/8375834572/Romania-Country-Roleplay-INTRA-PE-JOC-DESCRIPTION?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8375834572&position=1446&universeId=3206415282
Survive Ben The Killer,@Luc4s34567,73%,2,"4,986",4304529,1/24/2022,8/28/2022,All Genres,20,https://www.roblox.com/games/8632173874/Survive-Ben-The-Killer?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8632173874&position=1447&universeId=3285526503
Naval warfare at home,@GamerOkami,62%,0,"1,366",65395,3/31/2022,11/18/2022,Naval,60,https://www.roblox.com/games/9240400684/Naval-warfare-at-home?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=9240400684&position=1448&universeId=3462440223
Poppy PlayTime Chapter 1,@dazefendi,29%,1,"1,252",1200454,03/11/2021,04/08/2022,All Genres,5,https://www.roblox.com/games/6505618805/Poppy-PlayTime-Chapter-1?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6505618805&position=1449&universeId=2434888034
Huggy Wuggy Tycoon,Nesrin,56%,8,"1,531",332113,03/08/2020,5/19/2022,All Genres,8,https://www.roblox.com/games/4762075242/Huggy-Wuggy-Tycoon?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=4762075242&position=1450&universeId=1596211976
 Spatial Voice Chat FOR ALL ,iMurderers,44%,10,"4,719",902845,11/12/2021,11/14/2021,All Genres,30,https://www.roblox.com/games/7975886918/Spatial-Voice-Chat-FOR-ALL?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7975886918&position=1451&universeId=3080835484
Undertale AU Sans Paper RP,@InkSansIsLit,79%,5,"2,984",376591,5/27/2020,05/04/2023,RPG,25,https://www.roblox.com/games/5096887998/Undertale-AU-Sans-Paper-RP?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=5096887998&position=1452&universeId=1766065704
Among Us OC RP ,@jlddc0,77%,0,598,138168,10/04/2020,1/23/2023,RPG,15,https://www.roblox.com/games/5783393410/Among-Us-OC-RP?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=5783393410&position=1453&universeId=2052036866
Dark Wood Horror,Morbid Games,93%,1,"15,233",506522,06/05/2020,10/25/2022,Horror,6,https://www.roblox.com/games/5136557097/Dark-Wood-Horror?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=5136557097&position=1455&universeId=1785849245
Find Sonic Prime Morphs,Slanted Games,90%,16,"23,963",20385513,07/01/2022,2/27/2023,All Genres,20,https://www.roblox.com/games/10078173461/Find-Sonic-Prime-Morphs?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=10078173461&position=1457&universeId=3705612100
School Story,@Kaizarrchik,57%,0,"77,370",21117331,4/19/2020,3/28/2023,Horror,40,https://www.roblox.com/games/4918089878/School-Story?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=4918089878&position=1454&universeId=1683467899
BIG UPDATE  Fallout Vault 52,Vault 52,53%,0,"13,971",810841,1/22/2021,05/04/2023,Fighting,50,https://www.roblox.com/games/6282097260/BIG-UPDATE-Fallout-Vault-52?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6282097260&position=1458&universeId=2315730036
Guess the THING Roblox Bedwars,@cKevvv,80%,0,"1,605",117643,04/08/2022,4/21/2022,All Genres,50,https://www.roblox.com/games/9312904850/Guess-the-THING-Roblox-Bedwars?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=9312904850&position=1456&universeId=3484702254
GOLDEN MR BANANA CODE REVEALED Stumble Buddies,@CROWproYT_Ofc27,51%,13,"12,277",8402636,3/14/2022,05/08/2023,All Genres,10,https://www.roblox.com/games/9103090927/GOLDEN-MR-BANANA-CODE-REVEALED-Stumble-Buddies?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=9103090927&position=1460&universeId=3421202304
Five Nights at Freddys 2 Remake,@OriginalAnthro,94%,0,"9,082",885334,07/03/2020,7/20/2022,All Genres,100,https://www.roblox.com/games/5278745011/Five-Nights-at-Freddys-2-Remake?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=5278745011&position=1461&universeId=1848654723
Hello Neighbor,@5r1han,44%,0,197,101728,10/28/2021,12/17/2022,Horror,18,https://www.roblox.com/games/7859530141/Hello-Neighbor?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7859530141&position=1459&universeId=3041050507
Friday night ROLEPLAY UPDATES,!RISE STUDIOS!,62%,0,232,52055,4/26/2021,3/27/2023,All Genres,50,https://www.roblox.com/games/6729732023/Friday-night-ROLEPLAY-UPDATES?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6729732023&position=1462&universeId=2544984113
 Submerged  STORY,Table Flip Studios,73%,0,"48,505",8574177,02/09/2020,08/12/2022,All Genres,80,https://www.roblox.com/games/4670761204/Submerged-STORY?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=4670761204&position=1463&universeId=1543796043
Dont Press The Button,@0Nai_Tao,61%,0,"10,219",3675562,03/08/2021,05/11/2023,All Genres,12,https://www.roblox.com/games/6490128943/Dont-Press-The-Button?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6490128943&position=1464&universeId=2426935057
NEW UPDATEFnaf Security Breach RP,Pooping Studios,48%,0,"1,026",244430,01/07/2022,03/12/2023,All Genres,15,https://www.roblox.com/games/8481378334/NEW-UPDATE-Fnaf-Security-Breach-RP?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8481378334&position=1465&universeId=3239942140
Birthday Party  STORY,Gamer M8,67%,4,"47,911",11710065,9/18/2020,7/18/2022,All Genres,50,https://www.roblox.com/games/5706265134/Birthday-Party-STORY?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=5706265134&position=1466&universeId=2019904869
Паркур и квесты,@EgorPRMC,41%,0,195,266585,3/13/2022,03/12/2023,All Genres,13,https://www.roblox.com/games/9091635946/unnamed?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=9091635946&position=1467&universeId=3417891136
 SKYWARS  2,@Black02Mustang,37%,0,60,96764,4/21/2021,12/28/2021,Fighting,8,https://www.roblox.com/games/6708583166/SKYWARS-2?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6708583166&position=1468&universeId=2533261930
UTTBF A New Menace UPDATE 15,@justsaygoodbyenow,61%,0,"1,599",353780,11/03/2020,03/02/2023,All Genres,50,https://www.roblox.com/games/5914650859/UTTBF-A-New-Menace-UPDATE-1-5?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=5914650859&position=1469&universeId=2120376679
 Sonic Tycoon,Nesrin,66%,1,"1,570",201447,08/03/2019,06/08/2022,Fighting,8,https://www.roblox.com/games/3584578061/Sonic-Tycoon?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=3584578061&position=1470&universeId=1260501437
UPDATE RP  Fnaf Security Breach Roleplay,Pooping Studios,48%,0,"1,177",274756,1/20/2022,4/25/2023,All Genres,15,https://www.roblox.com/games/8595848797/UPDATE-RP-Fnaf-Security-Breach-Roleplay?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8595848797&position=1472&universeId=3274230317
F3X Building  Crystal Tokyo,Crystal Tokyo,57%,2,"3,181",725070,08/08/2019,05/11/2023,Building,50,https://www.roblox.com/games/3619342762/F3X-Building-Crystal-Tokyo?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=3619342762&position=1473&universeId=1268154640
Back again,@WESFDFBMMKL,55%,0,181,30402,2/20/2022,1/23/2023,Fighting,16,https://www.roblox.com/games/8884296376/Back-again?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8884296376&position=1471&universeId=3359468156
Saving Christmas  STORY ,Wonuf Games: Stories,81%,6,"93,528",23740544,8/30/2020,12/21/2022,Adventure,30,https://www.roblox.com/games/5632524526/Saving-Christmas-STORY?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=5632524526&position=1474&universeId=1976464109
 Jennas Story,BunnyPhyx,82%,55,"79,933",29377533,02/07/2022,04/10/2023,Adventure,70,https://www.roblox.com/games/8762603111/Jennas-Story?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8762603111&position=1477&universeId=3324748687
World Of Tanks,@DivinityDark,56%,1,"2,474",816017,06/01/2016,10/11/2020,All Genres,5,https://www.roblox.com/games/424330637/World-Of-Tanks?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=424330637&position=1476&universeId=160990292
CANCELLED UT Multiverse Tycoon 34,Dark Games Official,83%,0,"1,717",149590,8/13/2020,05/05/2023,All Genres,6,https://www.roblox.com/games/5553679165/CANCELLED-UT-Multiverse-Tycoon-3-4?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=5553679165&position=1475&universeId=1940785581
The Stevely Parable,@725dan,95%,7,"27,464",682801,11/27/2020,06/05/2022,All Genres,1,https://www.roblox.com/games/6009166973/The-Stevely-Parable?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6009166973&position=1479&universeId=2170265037
l SMB2 My Take l,@Luffyx75552,68%,0,373,28458,8/20/2021,05/11/2023,FPS,28,https://www.roblox.com/games/7291631441/l-SMB2-My-Take-l?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7291631441&position=1478&universeId=2846250201
13 Five Nights at Freddys 1 DooM,@Caetano_BR3,78%,0,510,95601,3/19/2022,4/17/2023,Horror,8,https://www.roblox.com/games/9142940076/13-Five-Nights-at-Freddys-1-DooM?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=9142940076&position=1480&universeId=3433036139
THE SPOOKY Elevator ,@THenumber1elevators,43%,0,"1,241",863101,11/10/2020,02/01/2021,All Genres,50,https://www.roblox.com/games/5940655121/THE-SPOOKY-Elevator?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=5940655121&position=1482&universeId=2134270995
The Fnaf Overnight Reborn Beta,@TheRealShootGamer,72%,0,"1,144",196491,4/25/2022,05/08/2022,All Genres,60,https://www.roblox.com/games/9468256236/The-Fnaf-Overnight-Reborn-Beta?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=9468256236&position=1481&universeId=3531287324
Find The Poppy Pets Playtime,SECOND GAMES,79%,69,"33,104",35714746,2/23/2022,4/29/2023,All Genres,20,https://www.roblox.com/games/8914062129/Find-The-Poppy-Pets-Playtime?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8914062129&position=1485&universeId=3367315739
SACRIFICE Button Simulator Carrot,Button Simulator Carrot,73%,0,557,88965,09/08/2021,01/08/2023,All Genres,12,https://www.roblox.com/games/7433598582/SACRIFICE-Button-Simulator-Carrot?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7433598582&position=1483&universeId=2896151492
BrookhavenRP Wednesday Rainbow Friends,Lox Productions,22%,0,306,190674,11/17/2021,1/22/2023,All Genres,20,https://www.roblox.com/games/8026779622/BrookhavenRP-Wednesday-Rainbow-Friends?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8026779622&position=1484&universeId=3095647792
Terraria Journeys End RPG,@Zhyvhiria,75%,0,"5,177",454204,06/12/2020,6/28/2022,All Genres,10,https://www.roblox.com/games/5169700283/Terraria-Journeys-End-RPG?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=5169700283&position=1486&universeId=1801993030
Toca Life City,@A1iBugg,68%,0,"1,457",610222,08/07/2021,04/03/2022,All Genres,50,https://www.roblox.com/games/7215049423/Toca-Life-City?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7215049423&position=1488&universeId=2807485489
War Universalis III,Fred's Studio,82%,3,"4,157",334462,01/03/2021,11/25/2021,Military,10,https://www.roblox.com/games/6185292331/War-Universalis-III?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6185292331&position=1487&universeId=2264807677
 CANDYFind The Amogus Morphs 53,Find.gg,58%,0,"5,546",1472437,5/19/2022,01/01/2023,All Genres,10,https://www.roblox.com/games/9667194091/CANDY-Find-The-Amogus-Morphs-53?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=9667194091&position=1489&universeId=3590742792
RAID Philippine Army,FA | - Filipino Army,80%,0,220,47077,8/15/2021,05/09/2023,Military,120,https://www.roblox.com/games/7258180140/RAID-Philippine-Army?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7258180140&position=1490&universeId=2830563147
RBLXWare,Banded Top Hat Games,71%,6,"137,303",10922585,12/26/2016,4/16/2023,All Genres,20,https://www.roblox.com/games/590744701/RBLXWare?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=590744701&position=1491&universeId=236942121
Draw It ,litten's Games,84%,100,"414,109",73452003,05/12/2019,4/27/2023,All Genres,12,https://www.roblox.com/games/3173458677/Draw-It?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=3173458677&position=1492&universeId=1145933142
Poppy Playtime Huggy Wuggy Survival,@superrobloxios64,53%,0,219,147402,03/08/2021,9/18/2022,Horror,100,https://www.roblox.com/games/6490605292/Poppy-Playtime-Huggy-Wuggy-Survival?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6490605292&position=1494&universeId=2427193891
Lifting Heroes SAKURA,Achieved Games,90%,0,"5,431",1137017,12/07/2021,04/07/2022,Fighting,8,https://www.roblox.com/games/8198401755/Lifting-Heroes-SAKURA?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8198401755&position=1493&universeId=3148406654
Fnaf Security Breach DEMO V31,@pawelboguda,62%,0,"1,149",365037,2/16/2022,04/09/2022,All Genres,6,https://www.roblox.com/games/8842533697/Fnaf-Security-Breach-DEMO-V3-1?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8842533697&position=1496&universeId=3347952216
فورت العرب,@fullzeka,84%,0,"9,538",7493091,5/16/2022,8/18/2022,All Genres,10,https://www.roblox.com/games/9646947797/unnamed?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=9646947797&position=1495&universeId=3585195361
The Vast Realm,The Vast Realm,81%,0,"27,260",3663458,2/15/2020,05/05/2023,RPG,60,https://www.roblox.com/games/4691401390/The-Vast-Realm?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=4691401390&position=1497&universeId=1553068331
Sonic Roblox Blast,@its_DevelopTime,79%,0,"14,043",1955049,05/10/2018,08/05/2021,Adventure,6,https://www.roblox.com/games/1758637662/Sonic-Roblox-Blast?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=1758637662&position=1498&universeId=654797300
Siege Of Pensacola 1781,The Army of the British Empire,63%,0,171,20873,11/06/2021,05/05/2023,Military,100,https://www.roblox.com/games/7914985820/Siege-Of-Pensacola-1781?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7914985820&position=1499&universeId=3062267311
